Child Level,Event Name,CPU Start (ns),GPU Start (ns),GPU Duration (ns),Process Name,Thread ID,CPU Core,GPU Engine,
0,"UpdateSubResource",9380371100,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9380403600,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9394361200,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9394389400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9409472800,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9409494200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9422518400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9422541000,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9437098400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9437122700,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9449976400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9450002100,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9462306600,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9462329100,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9473293700,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9473316200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9495690800,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9495722200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9525494700,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9525524800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9559090700,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9559120400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9586864100,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9586897200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9621841900,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9621872200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9646324800,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9646352300,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9647321500,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9647326200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9652125000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9652134800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9653705400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9653710800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9658024400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9658030600,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9670078800,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9670092300,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9671511800,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9671522500,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9672655600,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9672667100,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9673819100,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9673824700,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9675018400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9675024000,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9676062700,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9676068600,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9676744600,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9676749800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9678621000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9678626400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9680391500,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9680397200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9683015200,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9683020400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9711546500,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9711574900,0,0,silkroad.exe,17228,2,N/A,
0,"Present",9737163900,0,0,silkroad.exe,2856,4,N/A,
0,"UpdateSubResource",9740225000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9740256600,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9767890400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9767921400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9796441000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9796471500,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9803523100,0,0,silkroad.exe,17228,0,N/A,
0,"GenerateMIPS",9803531500,0,0,silkroad.exe,17228,0,N/A,
0,"UpdateSubResource",9808503200,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9808509400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9813041100,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9813048800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9819362300,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9819373800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9821439600,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9821445300,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9826737800,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9826743700,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9834358100,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9834367500,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9838198100,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9838203900,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9841508700,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9841520300,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9845229900,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9845235500,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9848809100,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9848814800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9852029700,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9852036200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9855288900,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9855305200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9859505400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9859511400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9862705400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9862712700,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9865682900,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9865688400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9874408000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9874416700,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9884200200,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9884213500,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9894912900,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9894923900,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9904743900,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9904754000,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9907826400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9907831200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9910883300,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9910888400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9913847000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9913852500,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9916630000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9916634900,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9919673700,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9919678300,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9922437000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9922442200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9925159500,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9925164000,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9927990400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9927995100,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9930765500,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9930770400,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9933503000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9933507600,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9936383600,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9936388800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9939143700,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9939148100,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9941889700,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9941895000,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9944717700,0,0,silkroad.exe,17228,0,N/A,
0,"GenerateMIPS",9944722500,0,0,silkroad.exe,17228,0,N/A,
0,"UpdateSubResource",9945017100,0,0,silkroad.exe,17228,0,N/A,
0,"GenerateMIPS",9945021800,0,0,silkroad.exe,17228,0,N/A,
0,"UpdateSubResource",9948931800,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9948937600,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9952958600,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9952964200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9956363500,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9956369800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9959812900,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9959818300,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9969929000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9969939100,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9979897900,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9979908600,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",9989885500,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",9989897500,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",10000927100,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",10000939200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",10014323400,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",10014344600,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",10030848800,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",10030872500,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",10035500200,0,0,silkroad.exe,17228,0,N/A,
0,"GenerateMIPS",10035507400,0,0,silkroad.exe,17228,0,N/A,
0,"UpdateSubResource",10038419000,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",10038423800,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",10042670600,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",10042675200,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",10045580900,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",10045586600,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",10048472200,0,0,silkroad.exe,17228,2,N/A,
0,"GenerateMIPS",10048479300,0,0,silkroad.exe,17228,2,N/A,
0,"UpdateSubResource",10051756500,0,0,silkroad.exe,17228,2,N/A,
