VTX, IDX, SV_POSITION.x, SV_POSITION.y, SV_POSITION.z, SV_POSITION.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD.x, TEXCOORD.y
1426, 1125, -0.90602,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.65039,  0.48438
1427, 1126, -0.90602,  0.31993,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.65039,  0.50
1428, 1124, -0.9123,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.63672,  0.48438
1429, 1126, -0.90602,  0.31993,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.65039,  0.50
1430, 1127, -0.9123,  0.31993,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.63672,  0.50
1431, 1128, -0.90512,  0.33431,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.62305,  0.34375
1432, 1129, -0.89973,  0.33431,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.63477,  0.34375
1433, 1130, -0.89973,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.63477,  0.46875
1434, 1128, -0.90512,  0.33431,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.62305,  0.34375
1435, 1130, -0.89973,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.63477,  0.46875
1436, 1131, -0.90512,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.62305,  0.46875
1437, 1132, -0.89883,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.30469,  0.4375
1438, 1133, -0.89434,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31445,  0.4375
1439, 1134, -0.89434,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31445,  0.53125
1440, 1132, -0.89883,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.30469,  0.4375
1441, 1134, -0.89434,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31445,  0.53125
1442, 1135, -0.89883,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.30469,  0.53125
1443, 1136, -0.89164,  0.33431,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.32813
1444, 1137, -0.88805,  0.33431,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.32813
1445, 1138, -0.88805,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.45313
1446, 1136, -0.89164,  0.33431,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.32813
1447, 1138, -0.88805,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.45313
1448, 1139, -0.89164,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.45313
1449, 1140, -0.88535,  0.33431,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.32813
1450, 1141, -0.88176,  0.33431,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.32813
1451, 1142, -0.88176,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.45313
1452, 1140, -0.88535,  0.33431,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.32813
1453, 1142, -0.88176,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.45313
1454, 1143, -0.88535,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.45313
1455, 1144, -0.87996,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.30469,  0.4375
1456, 1145, -0.87547,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31445,  0.4375
1457, 1146, -0.87547,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31445,  0.53125
1458, 1144, -0.87996,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.30469,  0.4375
1459, 1146, -0.87547,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.31445,  0.53125
1460, 1147, -0.87996,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.30469,  0.53125
1461, 1148, -0.87457,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.16797,  0.4375
1462, 1149, -0.86828,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.18164,  0.4375
1463, 1150, -0.86828,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.18164,  0.53125
1464, 1148, -0.87457,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.16797,  0.4375
1465, 1150, -0.86828,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.18164,  0.53125
1466, 1151, -0.87457,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.16797,  0.53125
1467, 1152, -0.86828,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.15234,  0.4375
1468, 1153, -0.86199,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.16602,  0.4375
1469, 1154, -0.86199,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.16602,  0.53125
1470, 1152, -0.86828,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.15234,  0.4375
1471, 1154, -0.86199,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.16602,  0.53125
1472, 1155, -0.86828,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.15234,  0.53125
1473, 1156, -0.86109,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.4375
1474, 1157, -0.8566,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.4375
1475, 1158, -0.8566,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.53125
1476, 1156, -0.86109,  0.33111,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.4375
1477, 1158, -0.8566,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.53125
1478, 1159, -0.86109,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.53125
1479, 1160, -0.85391,  0.3359,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.1875
1480, 1161, -0.85211,  0.3359,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.1875
1481, 1162, -0.85211,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.32813
1482, 1160, -0.85391,  0.3359,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.1875
1483, 1162, -0.85211,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.32813
1484, 1163, -0.85391,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.32813
1485, 1164, -0.84762,  0.3359,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.1875
1486, 1165, -0.84582,  0.3359,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.1875
1487, 1166, -0.84582,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.32813
1488, 1164, -0.84762,  0.3359,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.1875
1489, 1166, -0.84582,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92578,  0.32813
1490, 1167, -0.84762,  0.32153,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.92188,  0.32813
1491, 1168, -0.94598,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.02539,  0.4375
1492, 1169, -0.94148,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.03516,  0.4375
1493, 1170, -0.94148,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.03516,  0.5625
1494, 1168, -0.94598,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.02539,  0.4375
1495, 1170, -0.94148,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.03516,  0.5625
1496, 1171, -0.94598,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.02539,  0.5625
1497, 1172, -0.93969,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.23438,  0.4375
1498, 1173, -0.9352,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.24414,  0.4375
1499, 1174, -0.9352,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.24414,  0.53125
1500, 1172, -0.93969,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.23438,  0.4375
1501, 1174, -0.9352,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.24414,  0.53125
1502, 1175, -0.93969,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.23438,  0.53125
1503, 1176, -0.9334,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.4375
1504, 1177, -0.92891,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.4375
1505, 1178, -0.92891,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.53125
1506, 1176, -0.9334,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.4375
1507, 1178, -0.92891,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.53125
1508, 1179, -0.9334,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.53125
1509, 1180, -0.92801,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.16797,  0.4375
1510, 1181, -0.92172,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.18164,  0.4375
1511, 1182, -0.92172,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.18164,  0.53125
1512, 1180, -0.92801,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.16797,  0.4375
1513, 1182, -0.92172,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.18164,  0.53125
1514, 1183, -0.92801,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.16797,  0.53125
1515, 1184, -0.92082,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
1516, 1185, -0.91633,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.4375
1517, 1186, -0.91633,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
1518, 1184, -0.92082,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
1519, 1186, -0.91633,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
1520, 1187, -0.92082,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.53125
1521, 1188, -0.91453,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.23438,  0.4375
1522, 1189, -0.91004,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.24414,  0.4375
1523, 1190, -0.91004,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.24414,  0.53125
1524, 1188, -0.91453,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.23438,  0.4375
1525, 1190, -0.91004,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.24414,  0.53125
1526, 1191, -0.91453,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.23438,  0.53125
1527, 1192, -0.90824,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.4375
1528, 1193, -0.90375,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.4375
1529, 1194, -0.90375,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.53125
1530, 1192, -0.90824,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.4375
1531, 1194, -0.90375,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.20898,  0.53125
1532, 1195, -0.90824,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.19922,  0.53125
1533, 1196, -0.90105,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.32813
1534, 1197, -0.89746,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.32813
1535, 1198, -0.89746,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.45313
1536, 1196, -0.90105,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.32813
1537, 1198, -0.89746,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.45313
1538, 1199, -0.90105,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.99023,  0.45313
1539, 1200, -0.89566,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
1540, 1201, -0.89117,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.4375
1541, 1202, -0.89117,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
1542, 1200, -0.89566,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.4375
1543, 1202, -0.89117,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.2793,  0.53125
1544, 1203, -0.89566,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.26953,  0.53125
1545, 1204, -0.88758,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.33984,  0.4375
1546, 1205, -0.88668,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.3418,  0.4375
1547, 1206, -0.88668,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.3418,  0.53125
1548, 1204, -0.88758,  0.30194,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.33984,  0.4375
1549, 1206, -0.88668,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.3418,  0.53125
1550, 1207, -0.88758,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.33984,  0.53125
1551, 1208, -0.8768,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88281,  0.34375
1552, 1209, -0.8723,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.89258,  0.34375
1553, 1210, -0.8723,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.89258,  0.46875
1554, 1208, -0.8768,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88281,  0.34375
1555, 1210, -0.8723,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.89258,  0.46875
1556, 1211, -0.8768,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.88281,  0.46875
1557, 1212, -0.87051,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.83594,  0.34375
1558, 1213, -0.86602,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.34375
1559, 1214, -0.86602,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.46875
1560, 1212, -0.87051,  0.30514,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.83594,  0.34375
1561, 1214, -0.86602,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.46875
1562, 1215, -0.87051,  0.29236,  0.50,  1.00,  1.00,  1.00,  1.00,  1.00,  0.83594,  0.46875
